Easting,Northing,Name,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,,
627299,8846497,Harry Mhango ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627345,8861049,Ndatila  4,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627413,8839817,Katunfa Chirambo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627448,8847202,Nyirongo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627452,8851142,Chalochamala ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627454,8478968,Dzuwa 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
627522,8491659,Chisemphere ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
627524,8862646,Kayaghala1.  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627527,8845669,Alick Mwausegha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627586,8854501,Chilawira Kayira ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627604,8840422,Chankholombe School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627620,8497571,Senjere  Mnukwa1 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
627655,8844345,Tenten Mkandawire ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627705,8830868,Mphangapanga Gondwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627736,8839884,Chipanga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627768,8589067,Kamwala sch,Borehole Construction Fund,,,Nkhotakota,0.00001,0.00001,0.00001,,Functional,,
627769,8484067,Msodoka village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
627794,8832358,Kayuni Msiska ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627828,8849729,Kamthethenga 3,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627880,8843531,Kaguta Kumwenda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627895,8841734,Vyalema Msowoya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627902,8845282,Katambawanthu school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627928,8493185,Kantondo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
627942,8848212,Milola Phamuphamu  (New one),,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627963,8840305,Hara Dispensary ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627968,8840650,Msowoya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627968,8840656,Katawa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627985,8498050,Mbirira CDSS   1,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628003,8842434,Zizwa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628042,8483669,Mtengowopota primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
628043,8832441,Chivwanda Mhango ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628049,8830760,Chiselo Msiska ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628111,8500967,Chimeza Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628130,8840153,Bonje Vge ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628132,8852945,Yelemiya Mwaungulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628170,8497678,M'Mangepo Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628171,8498055,Mbirira CDSS  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628233,8843082,Luwinda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628250,8830602,Methodist Church ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628281,8830701,Gondwe Malaya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628292,8497532,Tondani Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628294,8840432,Bonj Camp ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628299,8838393,Mtonga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628328,8858338,Tilora primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628356,8831283,Konkholo Msiska ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628361,8844830,Fwelefwele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628366,8830879,Kamutengo Mkandawire ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628373,8497607,Kanongola FP School  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628393,8831539,Boloman Halawa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628485,8497653,Kanongola Primary School  New  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628488,8863111,Kavulula  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628512,8838527,Bundi School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628550,8492364,Masula ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628583,8861486,Ndatila  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628584,8846862,Humbo school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628616,8860405,Babalikuni 1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628679,8862407,Kahamba bole6,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628694,8857918,Tilora market  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628697,8497564,Kefa  Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628744,8840041,Chiselo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628768,8496681,Kaziputa Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
628768,8862811,Galimoto  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628773,8477885,Ifaiwawa village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
628781,8842533,Thunduti primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628782,8831933,Chisiza Kaluli ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628784,8842558,Thunduti fp school pupils ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628787,8842572,Thunduti fp school staff ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628800,8842583,Thunduti  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628830,8838760,GVH Chimphinga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628882,8844906,Cosam Nyirenda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628902,8845844,Chihana ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
628963,8497920,Bwazi 2 Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629048,8858013,Mbatamira 1  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629069,8498942,Chandaka Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629082,8493316,Chapata ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629110,8849886,Kamthethenga  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629144,8859705,Ndatiba  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629155,8846570,Humbo clinic ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629174,8846799,Humbo Mosque ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629187,8498430,Kachikho Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629207,8839020,Kasenthi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629221,8503437,Madyakale ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629227,8839532,Chinanazi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629250,8496812,Maliro Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629286,8857761,Tilora school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629408,8475737,Giniyala village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
629414,8842090,Fwatapu Mwafulirwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629418,8839793,Mwambene ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629447,8838253,Matengere ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629494,8844787,Changuya apa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629499,8496031,Davite  1 Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629554,8500452,Pamande Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629587,8832519,Palulachisuka Nkhwazi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629637,8857229,Undaninge 4  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629647,8842790,Thunduti cdss ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629671,8859123,Walwengwe  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629702,8859108,Chisese  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629714,8499057,England  Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629729,8845767,Nyamuputa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629730,8842738,Thunduti cdss staff ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629733,8479500,Mlesha 2 village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
629754,8856974,Wundaninge 3  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629790,8847168,Melamela ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629861,8843408,Tongolegondwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629864,8496152,Nkhwali  Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629884,8838080,Sayile ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629890,8501767,Nankhata Full Primary School ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629913,8500747,Nsangu  Chapsinda ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629934,8840550,Harawa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
629974,8497517,Dambo Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
629990,8832782,Chipolomba Mhango ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630040,8838595,Mgabe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630059,8498025,Jamison Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630088,8508902,Chafukira Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630113,8844489,Gowa Nyasulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630166,8502192,Manong' o Village bore hole,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630197,8840629,Kameranjuni ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630238,8497200,Chatsika 2 Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630263,8497447,Chatsika Village   1,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630315,8856519,Bulawula ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630321,8847375,Mazungumika school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630383,8847244,Chivundiko  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630408,8493399,Kalembo ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630409,8838394,Bata Mwaungulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630413,8495451,Nkhwangwa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630420,8842656,Kaweru ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630436,8499572,NgwataMlongoti  Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630445,8499220,Ngwata- Sitima CBCC  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630463,8843297,Kachere ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630477,8839875,Mwambungu  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630489,8503368,Namanda  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630551,8480102,Mpanje village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
630555,8833274,Ngwalanji  Mnthali ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630566,8497395,Mileki Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630566,8839435,Kanyimbo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630606,8483677,Tayafuko Red Cross clinic,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
630617,8477581,Mbewa village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
630643,8834486,Chimbwilili Leston  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630656,8845111,Chambogho ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630661,8499832,Ngwata Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630713,8495701,Mtambe ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630721,8833438,Kapompoji Nyasulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630751,8497343,Gvh Kachere  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630767,8845541,Chinyanganya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630768,8499184,Nyanda Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630781,8497747,Chimphala - Mkanda Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630784,8846376,David Kaunda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630820,8483630,Mtayafuko primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
630822,8855871,Kadusha  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630833,8837920,Kazeze ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630885,8482953,Mbalame village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
630911,8502483,Satola Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
630945,8841990,Dyabo Chisiza  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630946,8847610,Borelo  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630951,8844430,Libwelalumba School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630990,8842404,Mwakanyamale,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
630993,8833382,Khwawa cdss  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631001,8497059,Chimphala Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631064,8500479,Mkwenengwewo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631065,8503842,Mtidza Primary School   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631104,8477665,Kambulire village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
631197,8847445,Chivundiko ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631250,8842993,Adam Gondwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631317,8501175,Chifundo village old  DP90,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631334,8843945,Libwelalumba School turnoff ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631345,8842491,Kafwamayiro Gondwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631390,8842953,Kawawa Mwafulirwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631393,8841709,Khomezga Mhango ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631418,8839995,Makhayula ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631449,8855159,Wundaninge  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631499,8840008,Pusi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631519,8841174,Vinkhumbu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631544,8501471,Chifundo Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631553,8837958,Chuzu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631585,8841998,Dinala Mkandawire ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631593,8844243,Sopera ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631597,8839700,Mng'ombwa Clinic ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631603,8833935,Khwawa fp school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631625,8841610,Vyanitonda Mkandawire ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631635,8497197,Chikankheni Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631646,8841894,Hangalawe primary  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631655,8833923,Zindawa Mzenga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631695,8839070,Muselema ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631711,8480527,Aliya village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
631713,8839436,Mung'ombwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631729,8838491,Hara School community ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631792,8836085,Mathodola bore,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631806,8838524,Hara primary school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631831,8837292,Mphungapunga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631871,8498009,Kalamizu Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631872,8844863,Labson Mwafulirwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631908,8837726,Khululu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631914,8480692,KaNkhwesi village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
631917,8494192,Galamuku ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
631957,8843219,Chivwati Gondwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631962,8837342,Mtowerayifwa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
631994,8502787,Mwamuno Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632040,8503607,Matekeni Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632050,8837477,Sangilo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632057,8841124,Chiberewere Vinkhumbu new ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632080,8500141,Imani Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632117,8847090,Kumwenda Mutepelele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632137,8484722,Msanyama village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
632165,8844080,Uliwa Clinic ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632181,8500337,Simpiyoni  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632187,8854484,Chakupaleza Mngwira ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632191,8834670,Shepetu Chilambo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632274,8853726,Ndowa 2  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632289,8698166,Mapopa,Foundation for Irrigation and Sustainable Development,9/24/2023,,NkhataBay,60,5.54,0.00001,,Functional,,
632297,8836187,Kambotole ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632301,8844207,Uliwa Market ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632317,8501307, T/A Mwanza Court   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632339,8844779,Bongololo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632349,8495787,Chiphiko Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632358,8500415,Chinkhuli  School  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632367,8500622,T/A Mwanza Hqs   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632392,8843855,Chithuzi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632396,8843138,Jehova Witness Church ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632415,8846341,Mtifi Chirwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632495,8482239,Mphangwe village  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
632509,8847284,Mponela  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632518,8842949,Chizumba Mtawale ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632555,8503539,Kasakula Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632580,8842781,Zabweka Mkandawire ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632627,8846526,Bwati Kondowe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632655,8497859,Layisoni Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632662,8480258,Mazuma village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
632680,8852512,Tawuka pvt primary school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632681,8502755,Chilenga 1 Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632712,8495928,Labisoni Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632718,8844305,Uliwa School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632739,8697704,Msusa,Foundation for Irrigation and Sustainable Development,9/17/2023,,NkhataBay,40,4.6,0.00001,,Functional,,
632763,8496207,Funsani 2 Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632771,8482871,Ntembe village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
632776,8510409,Chilenga 2 Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632816,8847574,Pachalo Mwaungulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632845,8846884,Mponela 2  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632851,8510125,Chimphonda Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632879,8495802,Funsani ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632893,8501124,Davite 2 Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
632894,8844624, Mtepelele,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632925,8855751,Jinary Mwakanema,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
632938,8851081,Rudovic Munthali common tap,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633016,8853179,Mwandowa 1  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633024,8495970,Ndonda ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
633024,8842928,Matengele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633031,8843652,Kanthuwalira Kanyenda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633043,8480355,Mchakulu village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
633126,8851899,Majaliro shool  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633128,8483581,Mwaza  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
633276,8849342,Issac Singini  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633319,8500403,Chang'ombe Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
633353,8483757,Kunkaya village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
633354,8503759,Kambani Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
633358,8850230,Mwawusegha  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633397,8844907,Alick Lungu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633414,8851179,Yalema  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633421,8481831,Chizimu village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
633421,8850030,Mwawusegha CBCC  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633493,8846347,Chimungoyera Mhango ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
633501,8844248,Mandimba Ndovie ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
